id,from,to,type,weight,confidence,first_seen,last_seen,evidence
role:ai-algorithm-engineer->requires->skill:kubernetes,role:ai-algorithm-engineer,skill:kubernetes,requires,21,1.0,2026-03,2026-07,http://careers.tencent.com/jobdesc.html?postId=2043890038449799168
role:backend-engineer->requires->skill:sql,role:backend-engineer,skill:sql,requires,21,1.0,2025-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=2074422249078833152
role:designer->requires->skill:linux,role:designer,skill:linux,requires,21,1.0,2025-12,2026-07,http://careers.tencent.com/jobdesc.html?postId=2040982136533712896
role:designer->requires->skill:python,role:designer,skill:python,requires,21,1.0,2025-12,2026-07,http://careers.tencent.com/jobdesc.html?postId=2046475996839968768
role:ai-algorithm-engineer->requires->skill:vector-search,role:ai-algorithm-engineer,skill:vector-search,requires,20,1.0,2025-12,2026-07,http://careers.tencent.com/jobdesc.html?postId=1788096480758734848
role:cloud-sre-engineer->requires->skill:go,role:cloud-sre-engineer,skill:go,requires,20,1.0,2026-01,2026-07,http://careers.tencent.com/jobdesc.html?postId=2028713326153990144
role:cloud-sre-engineer->requires->skill:linux,role:cloud-sre-engineer,skill:linux,requires,20,1.0,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=2028713326153990144
role:java-backend-engineer->requires->skill:deep-learning,role:java-backend-engineer,skill:deep-learning,requires,20,1.0,2024-09,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029338861385187328
role:java-backend-engineer->requires->skill:prompt-engineering,role:java-backend-engineer,skill:prompt-engineering,requires,20,1.0,2026-05,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029862287371825152
role:product-manager->requires->skill:excel,role:product-manager,skill:excel,requires,20,1.0,2026-03,2026-07,http://careers.tencent.com/jobdesc.html?postId=2067278419116339200
role:cloud-sre-engineer->requires->skill:docker,role:cloud-sre-engineer,skill:docker,requires,19,1.0,2026-05,2026-07,http://careers.tencent.com/jobdesc.html?postId=2046941665599582208
role:frontend-engineer->requires->skill:react,role:frontend-engineer,skill:react,requires,18,1.0,2026-05,2026-07,http://careers.tencent.com/jobdesc.html?postId=2041772169679241216
role:cloud-sre-engineer->requires->skill:microservices,role:cloud-sre-engineer,skill:microservices,requires,17,1.0,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=2046941665599582208
role:designer->requires->skill:testing,role:designer,skill:testing,requires,17,1.0,2026-05,2026-07,http://careers.tencent.com/jobdesc.html?postId=2052018398480740352
role:operations-specialist->requires->skill:microservices,role:operations-specialist,skill:microservices,requires,17,1.0,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=1764494290471362560
role:cloud-sre-engineer->requires->skill:testing,role:cloud-sre-engineer,skill:testing,requires,16,1.0,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=2046941665599582208
role:designer->requires->skill:go,role:designer,skill:go,requires,16,1.0,2025-09,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/--Lighting-Artist_R105001-5
role:ai-algorithm-engineer->requires->skill:devops,role:ai-algorithm-engineer,skill:devops,requires,15,1.0,2026-03,2026-07,http://careers.tencent.com/jobdesc.html?postId=2071430928898637824
role:cloud-sre-engineer->requires->skill:big-data,role:cloud-sre-engineer,skill:big-data,requires,15,1.0,2026-02,2026-07,http://careers.tencent.com/jobdesc.html?postId=2003706554913808384
role:cloud-sre-engineer->requires->skill:python,role:cloud-sre-engineer,skill:python,requires,15,1.0,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=2044016525341519872
role:data-engineer->requires->skill:big-data,role:data-engineer,skill:big-data,requires,15,1.0,2025-10,2026-07,http://careers.tencent.com/jobdesc.html?postId=2069379303518420992
role:java-backend-engineer->requires->skill:android,role:java-backend-engineer,skill:android,requires,15,1.0,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=2069251728867504128
role:operations-specialist->requires->skill:rag,role:operations-specialist,skill:rag,requires,15,1.0,2025-11,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/China-Shenzhen/Senior-Legal-Counsel--Overseas-Advertising-Platform---Public-Welfare-Projects-Compliance-_R107690-2
role:product-manager->requires->skill:python,role:product-manager,skill:python,requires,15,1.0,2026-03,2026-07,http://careers.tencent.com/jobdesc.html?postId=1993913280330096640
role:security-engineer->requires->skill:rag,role:security-engineer,skill:rag,requires,15,1.0,2024-08,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Malaysia-Kuala-Lumpur/Tencent-Cloud---EdgeOne-Product-Solution-Architecture-Intern--Malaysia-_R107745
role:frontend-engineer->requires->skill:llm,role:frontend-engineer,skill:llm,requires,14,0.97,2026-05,2026-07,http://careers.tencent.com/jobdesc.html?postId=2041772169679241216
role:mobile-engineer->requires->skill:prompt-engineering,role:mobile-engineer,skill:prompt-engineering,requires,14,0.97,2025-09,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Los-Angeles/AI-Script-Editor---Screenwriter---AI-Creator-Platform--WorkSolo-_R107696-1
role:mobile-engineer->requires->skill:sql,role:mobile-engineer,skill:sql,requires,14,0.97,2025-09,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-California-Los-Angeles/Product-Manager---AI-Creator-Platform--WorkSolo-_R107700-1
role:java-backend-engineer->requires->skill:vue,role:java-backend-engineer,skill:vue,requires,13,0.94,2025-09,2026-07,http://careers.tencent.com/jobdesc.html?postId=2070404615127613440
role:product-manager->requires->skill:big-data,role:product-manager,skill:big-data,requires,13,0.94,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=2067278419116339200
role:role-税务专员->requires->skill:design,role:role-税务专员,skill:design,requires,13,0.94,2026-01,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=34876&dataSource=1
role:ai-algorithm-engineer->requires->skill:redis,role:ai-algorithm-engineer,skill:redis,requires,12,0.91,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=2007768439787249664
role:operations-specialist->requires->skill:big-data,role:operations-specialist,skill:big-data,requires,12,0.91,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029496883826819072
role:operations-specialist->requires->skill:machine-learning,role:operations-specialist,skill:machine-learning,requires,12,0.91,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=2029496883826819072
role:role-工程项目经理->requires->skill:c,role:role-工程项目经理,skill:c,requires,12,0.91,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073319013459451904
role:role-物业项目经理->requires->skill:c,role:role-物业项目经理,skill:c,requires,12,0.91,2026-07,2026-07,https://www.jobonline.cn/position?positionId=1867090985721806849
role:testing-engineer->requires->skill:design,role:testing-engineer,skill:design,requires,12,0.91,2026-05,2026-07,http://careers.tencent.com/jobdesc.html?postId=1980935294979039232
role:backend-engineer->requires->skill:go,role:backend-engineer,skill:go,requires,11,0.88,2025-11,2026-07,http://careers.tencent.com/jobdesc.html?postId=2074422249078833152
role:cloud-sre-engineer->requires->skill:rag,role:cloud-sre-engineer,skill:rag,requires,11,0.88,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=2044016525341519872
role:mobile-engineer->requires->skill:nlp,role:mobile-engineer,skill:nlp,requires,11,0.88,2025-09,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Singapore-CapitaSky/Data-Scientist-Intern_R107737-1
role:backend-engineer->requires->skill:python,role:backend-engineer,skill:python,requires,10,0.85,2025-11,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/UK-London/Software-Engineering-Intern--Backend-Development_R107174-1
role:cloud-sre-engineer->requires->skill:unity,role:cloud-sre-engineer,skill:unity,requires,10,0.85,2026-01,2026-06,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Thailand-Bangkok/Tencent-Cloud---Technical-Account-Manager--Thailand-_R107197
role:frontend-engineer->requires->skill:excel,role:frontend-engineer,skill:excel,requires,10,0.85,2025-11,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-Washington-Bellevue/Mechanical-Engineering-Intern_R107667-1
role:frontend-engineer->requires->skill:security,role:frontend-engineer,skill:security,requires,10,0.85,2026-01,2026-07,http://careers.tencent.com/jobdesc.html?postId=2038819556813864960
role:role-数据分析->requires->skill:c,role:role-数据分析,skill:c,requires,10,0.85,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2073319061123260417
role:role-数据分析师->requires->skill:c,role:role-数据分析师,skill:c,requires,10,0.85,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2074328065307860993
role:role-渠道销售专员->requires->skill:product,role:role-渠道销售专员,skill:product,requires,10,0.85,2026-05,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35584&dataSource=1
role:frontend-engineer->requires->skill:prompt-engineering,role:frontend-engineer,skill:prompt-engineering,requires,9,0.82,2026-02,2026-07,http://careers.tencent.com/jobdesc.html?postId=2041772169679241216
role:frontend-engineer->requires->skill:vue,role:frontend-engineer,skill:vue,requires,9,0.82,2025-12,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/US-Washington-Bellevue/Senior-Network-Architect---Tencent-Global-Edge-Network_R107545-1
role:security-engineer->requires->skill:linux,role:security-engineer,skill:linux,requires,9,0.82,2025-05,2026-07,http://careers.tencent.com/jobdesc.html?postId=2048294698493313024
role:security-engineer->requires->skill:prompt-engineering,role:security-engineer,skill:prompt-engineering,requires,9,0.82,2026-03,2026-07,https://zhaopin.meituan.com/web/position/detail?jobUnionId=4544922218
role:security-engineer->requires->skill:python,role:security-engineer,skill:python,requires,9,0.82,2025-05,2026-06,http://careers.tencent.com/jobdesc.html?postId=2071420431923064832
role:ai-algorithm-engineer->requires->skill:data-warehouse,role:ai-algorithm-engineer,skill:data-warehouse,requires,8,0.79,2025-12,2026-06,http://careers.tencent.com/jobdesc.html?postId=1982705847465299968
role:java-backend-engineer->requires->skill:excel,role:java-backend-engineer,skill:excel,requires,8,0.79,2025-03,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Singapore-CapitaSky/Game-Design-Intern---Rapid-Prototyping_R107688-1
role:mobile-engineer->requires->skill:microservices,role:mobile-engineer,skill:microservices,requires,8,0.79,2025-11,2026-06,http://careers.tencent.com/jobdesc.html?postId=2037523702253518848
role:operations-specialist->requires->skill:linux,role:operations-specialist,skill:linux,requires,8,0.79,2026-04,2026-07,http://careers.tencent.com/jobdesc.html?postId=1922120447667838976
role:operations-specialist->requires->skill:prompt-engineering,role:operations-specialist,skill:prompt-engineering,requires,8,0.79,2026-04,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/China-Shenzhen/--_R107444-2
role:role-数字能源解决方案销售代表->requires->skill:product,role:role-数字能源解决方案销售代表,skill:product,requires,8,0.79,2026-05,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35375&dataSource=1
role:role-财经专员->requires->skill:c,role:role-财经专员,skill:c,requires,8,0.79,2026-04,2026-05,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=33911&dataSource=1
role:role-项目经理-主管->requires->skill:c,role:role-项目经理-主管,skill:c,requires,8,0.79,2026-07,2026-07,https://www.jobonline.cn/position?positionId=2061122795487903751
role:ai-algorithm-engineer->requires->skill:excel,role:ai-algorithm-engineer,skill:excel,requires,7,0.76,2026-05,2026-07,http://careers.tencent.com/jobdesc.html?postId=1983836062820225024
role:ai-algorithm-engineer->requires->skill:kafka,role:ai-algorithm-engineer,skill:kafka,requires,7,0.76,2026-03,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Singapore-CapitaSky/Senior-Anti-Fraud-Strategy-Engineer_R107742-1
role:frontend-engineer->requires->skill:machine-learning,role:frontend-engineer,skill:machine-learning,requires,7,0.76,2026-06,2026-07,http://careers.tencent.com/jobdesc.html?postId=2067065220651728896
role:frontend-engineer->requires->skill:rag,role:frontend-engineer,skill:rag,requires,7,0.76,2026-05,2026-07,http://careers.tencent.com/jobdesc.html?postId=2041772169679241216
role:mobile-engineer->requires->skill:android,role:mobile-engineer,skill:android,requires,7,0.76,2026-05,2026-07,http://careers.tencent.com/jobdesc.html?postId=2074080653456093184
role:mobile-engineer->requires->skill:big-data,role:mobile-engineer,skill:big-data,requires,7,0.76,2025-09,2026-07,https://tencent.wd1.myworkdayjobs.com/Tencent_Careers/job/Singapore-CapitaSky/Data-Scientist-Intern_R107737-1
role:mobile-engineer->requires->skill:devops,role:mobile-engineer,skill:devops,requires,7,0.76,2026-03,2026-07,http://careers.tencent.com/jobdesc.html?postId=1980938696614109184
role:role-技术翻译->requires->skill:c,role:role-技术翻译,skill:c,requires,7,0.76,2026-07,2026-07,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35730&dataSource=1
role:role-技术翻译->requires->skill:design,role:role-技术翻译,skill:design,requires,7,0.76,2026-07,2026-07,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35730&dataSource=1
role:role-技术翻译->requires->skill:excel,role:role-技术翻译,skill:excel,requires,7,0.76,2026-07,2026-07,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35730&dataSource=1
role:role-技术翻译->requires->skill:go,role:role-技术翻译,skill:go,requires,7,0.76,2026-07,2026-07,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35730&dataSource=1
role:role-技术翻译->requires->skill:product,role:role-技术翻译,skill:product,requires,7,0.76,2026-07,2026-07,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35730&dataSource=1
role:role-技术翻译->requires->skill:testing,role:role-技术翻译,skill:testing,requires,7,0.76,2026-07,2026-07,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35730&dataSource=1
role:role-数字能源解决方案销售代表->requires->skill:design,role:role-数字能源解决方案销售代表,skill:design,requires,7,0.76,2026-05,2026-06,https://career.huawei.com/reccampportal/portal5/social-recruitment-detail.html?jobId=35375&dataSource=1
role:security-engineer->requires->skill:machine-learning,role:security-engineer,skill:machine-learning,requires,7,0.76,2025-05,2026-07,http://careers.tencent.com/jobdesc.html?postId=2006252632364175360
role:testing-engineer->requires->skill:marketing,role:testing-engineer,skill:marketing,requires,7,0.76,2026-07,2026-07,http://careers.tencent.com/jobdesc.html?postId=2041352528490299392
role:cloud-sre-engineer->requires->skill:redis,role:cloud-sre-engineer,skill:redis,requires,6,0.73,2026-04,2026-06,http://careers.tencent.com/jobdesc.html?postId=2028428816313118720
role:java-backend-engineer->requires->skill:data-warehouse,role:java-backend-engineer,skill:data-warehouse,requires,6,0.73,2025-09,2026-07,http://careers.tencent.com/jobdesc.html?postId=2036799516602171392
role:java-backend-engineer->requires->skill:nlp,role:java-backend-engineer,skill:nlp,requires,6,0.73,2024-09,2026-06,http://careers.tencent.com/jobdesc.html?postId=2029338861385187328
